answerKey,question,choices
C,How can someone die from eating hamburger?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gas', 'getting full', 'mad cow disease', 'death', 'feel full'],
      dtype=object)}"
E,Where would using a boat not require navigation skills?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['water', 'ocean', 'garage', 'harbor', 'river'], dtype=object)}"
D,What does a self assured person often do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['acknowledgment', 'focused', 'know what time', 'feel important',
       'trust himself'], dtype=object)}"
D,"He was very outgoing, for him making friends was no personal what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['scary', 'having friends', 'good feeling', 'conflict',
       'friendship'], dtype=object)}"
E,What do you feel when giving assistance to the needy?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reward', 'boredom', 'pleasure', 'happiness', 'satisfaction'],
      dtype=object)}"
D,"He was a sloppy eater, so where did he leave a mess?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sailboat', 'desk', 'closet', 'table', 'apartment'], dtype=object)}"
A,What does every person want?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['life partner', 'larger house', 'second chances', 'money',
       'headache'], dtype=object)}"
A,"He had no issue committing perjury, he had a what that he would get away with it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['confidence', 'go to jail', 'telling lies', 'lying', 'manual'],
      dtype=object)}"
D,What could go to a tennis court?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desert', 'college campus', 'recreational center', 'athletic club',
       'park'], dtype=object)}"
D,What could you use to fill a cup and then drink from it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sand box', 'kitchen cabinet', 'waterfall', 'water fountain',
       'table'], dtype=object)}"
D,"The weasel ran up away from danger, somebody joked only our first president could get him down from the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['washington dc', 'ladder', 'natural history museum', 'cherry tree',
       'chicken coop'], dtype=object)}"
D,"If you were looking for a blowfish, you wouldn't look on dry land, you'd look in a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fish market', 'jungle', 'sea water', 'body of water', 'soup'],
      dtype=object)}"
A,"George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jet engine', 'helicopter', 'electric motor', 'rotator',
       'electrical circuit'], dtype=object)}"
D,The poker dealer spread the flop of cards across the what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['players', 'play games', 'casino', 'table', 'toy store'],
      dtype=object)}"
B,Where is a salt shaker most often kept?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cruet', 'table setting', 'kitchen cupboard', 'cabinet', 'store'],
      dtype=object)}"
D,Where would you put a dollar if you want to go to a store and buy something with it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cash drawer', 'teh bank', 'safety deposit box', 'pocket',
       'piggy bank'], dtype=object)}"
E,What room is likely to have a sideboard on the counter?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'serve food buffet', 'dining room', 'living room',
       'kitchen'], dtype=object)}"
A,What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airplane', 'scooter', 'motorboat', 'car', 'motor vehicle'],
      dtype=object)}"
E,What mall store sells jeans for a decent price?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clothing store', 'bedroom', 'thrift store', 'apartment', 'gap'],
      dtype=object)}"
B,Where can a bath towel be borrowed?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cupboard', 'at hotel', 'swimming pool', 'clothes line',
       'backpack'], dtype=object)}"
E,Why do people stop caring about their problems?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['no problems', 'better themselves', 'face problems',
       'learn from each other', 'become disillusioned'], dtype=object)}"
D,John rode on the plain until it reached the ocean and couldn't go any farther. What might he have bee on?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountain', 'fancy', 'sandplain', 'cliff', 'gorge'], dtype=object)}"
A,"They were never going to be big actors, but they all had passion for the local what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'opera', 'show', 'television', 'blockbuster feature'],
      dtype=object)}"
A,Where would you use a folding chair but not store one?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beach', 'city hall', 'closet', 'garage', 'school'], dtype=object)}"
B,"If you spend a long time shopping in uncomfortable shoes, you might develop what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tiredness', 'calluses', 'bankruptcy', 'standing in line',
       'sleepyness'], dtype=object)}"
C,What does impeachment mean for the president?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vote', 'election', 'trouble', 'board room', 'corporation'],
      dtype=object)}"
D,Noble citizen of the Roman empire believed those born with lower status were what to them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loser', 'ignoble', 'peasant', 'inferior', 'plebeian'],
      dtype=object)}"
E,Spraining an ankle while playing baseball will cause what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['strikes', 'eating', 'injury', 'sore muscles', 'pain'],
      dtype=object)}"
E,John was traveling to a new city and took time to check out a business.  He noticed that its carpet was stained with sauces and ketchup. What type of business might that be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'chair', 'bowling alley', 'at hotel', 'restaurant'],
      dtype=object)}"
E,"If you have a condo in a Wisconsin city known for beer, where are you?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'electrical circuit', 'residential area', 'suburbia',
       'milwaukee'], dtype=object)}"
E,Where is hard to read note likely to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fridge', 'sheet music', 'desk', 'bed', 'medical chart'],
      dtype=object)}"
E,How does someone go about buying beer?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have no money', 'pants', 'relaxation', 'lose money',
       'spend money'], dtype=object)}"
C,If there is gum on your shoe where did it likely come from?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelf', 'movies', 'sidewalk', 'water fountain', 'table'],
      dtype=object)}"
C,If a person isn't able to pay their bills what must they do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['know everything', 'acknowledgment', 'make more money',
       'throw a party', 'spare time'], dtype=object)}"
C,What is main benefit to exercising?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['losing weight', 'healthy', 'get in shape', 'weight loss', 'sweat'],
      dtype=object)}"
C,"Steve thought that it was possible, but he agreed that it was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['no go', 'unable', 'unlikely', 'impossibility', 'cant do'],
      dtype=object)}"
C,What region of a west coast U.S. city would you find a Japanese restaurant?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['california', 'tokio', 'downtown', 'narnia', 'large town'],
      dtype=object)}"
D,What is a tactic used to interfere with learning about science?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['repetition', 'sense of wonder', 'accidents', 'intimidation',
       'increased knowledge'], dtype=object)}"
C,What do people usually feel when falling in love?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['getting married', 'pain', 'happiness', 'getting married',
       'suffering'], dtype=object)}"
B,The tiger was stuck in what animal prison where he got lazy and fat?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jungle', 'zoo', 'kill', 'india', 'eat cake'], dtype=object)}"
C,What do parents tell a child to do on the weekend?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['study', 'begin school', 'go out to play', 'row boat',
       'clean room'], dtype=object)}"
C,Why are dogs often known as man's best friend?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['aggressive', 'friendly', 'very loyal', 'found outside',
       'very smart'], dtype=object)}"
D,Where can you buy a two wheel transportation machine?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boat', 'michigan', 'train station', 'bicycle shop',
       'trunk of car'], dtype=object)}"
A,Where might an alien use a vacuum?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['space', 'closet', 'kitchen', 'orbit', 'container'], dtype=object)}"
A,Where do you buy condoms?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'sock drawer', 'cd store', 'medicine chest',
       'bedroom'], dtype=object)}"
A,What animal is known for being a follower?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['goat', 'expensive', 'lion', 'wolf', 'meadow'], dtype=object)}"
D,"The soldier was told to get to the rendezvous point, for there he was suppose to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fight enemy', 'go to war', 'fight for freedom', 'wait for orders',
       'follow instructions'], dtype=object)}"
C,If you want to kill someone you can do what to them with a gun?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sip through', 'damnation', 'shoot', 'commit crime',
       'eat breakfast'], dtype=object)}"
D,"The hostess greeted the employees to the program, she then led them to their what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['group people', 'welcome guests', 'occupations', 'work room',
       'seat customer'], dtype=object)}"
A,Where is a likely place to store unused soap?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'supermarket', 'jail', 'butt', 'own home'], dtype=object)}"
A,Loss of someone you love can cause what kind of feeling in your heart?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['painful', 'happy', 'blind', 'contagious', 'bring joy'],
      dtype=object)}"
C,Where in your home would you keep a ballpoint pen when not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backpack', 'bank', 'desk drawer', 'eat cake', 'office desk'],
      dtype=object)}"
B,"James was someone who was caught in his own delusions.  To him, the truth didn't do what what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work to advantage', 'matter to', 'help', 'free mind',
       'further knowledge'], dtype=object)}"
C,"He wanted to live somewhere were every yard was uniform in size and landscaping, where should he look for a house?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'three feet', 'subdivision', 'parking garage', 'michigan'],
      dtype=object)}"
B,"The flasks was used to distill elements, where was is being used?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laboratory', 'chemistry lab', 'coat pocket',
       'after hours speakeasy', 'bordello'], dtype=object)}"
A,What was the man encouraged to do after he expressed his anger violently?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool off', 'punch', 'illustrate point', 'fight', 'release energy'],
      dtype=object)}"
B,What do you need to do to use television if it is already turned on?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get wet', 'open eyes', 'kill', 'plug in', 'first turn on power'],
      dtype=object)}"
E,"The guys had a regular poker game, rather than going to the movies this what their what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['competition', 'fun game', 'losing money', 'fun', 'social event'],
      dtype=object)}"
D,When you stroke a dogs fur what have you done?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['start fighting', 'play', 'lots of attention', 'petted', 'bone'],
      dtype=object)}"
B,Dan fell off a bar stool.  He did this because he was what than ever before?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'drunker', 'tavern', 'restaurant', 'shorter'],
      dtype=object)}"
B,"The wood was still rough to the touch, what did the woodworker have to do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['petrify', 'sanded', 'warp', 'composted', 'clean'], dtype=object)}"
D,"The chief saw his entire tribe wiped out, he was a leader with a single what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['peon', 'indian', 'minister', 'follower', 'employee'], dtype=object)}"
D,"The flower grew tall to compete for sunlight, what did its neighbor do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['blossom', 'park', 'open', 'cast shadow', 'vase'], dtype=object)}"
E,"If while driving to work another car makes a careless maneuver, what emotion might you feel?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boredom', 'happiness', 'transportation cost', 'getting there',
       'road rage'], dtype=object)}"
D,What kind of food makes someone sick?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boat', 'necessary to live', 'edible', 'unhealthy', 'kitchen'],
      dtype=object)}"
A,Where would you find the sharpest parts of a triangle?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['three vertices', 'point', '3 sides', 'three sides', 'math book'],
      dtype=object)}"
A,How might a automobile get off a freeway?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exit ramp', 'garage', 'driveway', 'repair shop', 'stop light'],
      dtype=object)}"
E,What does going to bed with your spouse for sex lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bad dreams', 'a good nights sleep', 'rest', 'sleepiness',
       'get pregnant'], dtype=object)}"
C,What would it be if they get a surprising show over and over?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['surprise', 'fight', 'annoyance', 'might scare', 'irritated'],
      dtype=object)}"
E,Sally thought that competing wasn't worth the risk. If she pushed more what might happen?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pressure', 'trying harder', 'put harder', 'enemies', 'death'],
      dtype=object)}"
C,"John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eating food', 'public place', 'race track', 'at hotel',
       'public building'], dtype=object)}"
B,What event might one buy tickets for seats?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'show', 'auditorium', 'movies', 'rest area'], dtype=object)}"
A,"The merchant wanted to open in a high-traffic space, where did he rent space?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'business', 'store', 'sale', 'sell goods'], dtype=object)}"
A,"The newlyweds began copulating their marriage, they wanted many what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['babies', 'odors', 'sadness', 'rapport', 'ejaculation'],
      dtype=object)}"
E,How does a planet usually move around the sun?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['writing', 'universe', 'outer space', 'outerspace', 'orbit'],
      dtype=object)}"
C,When a group of people are talking at work they might be doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['having a concert.', 'cough', 'sharing of ideas', 'speak',
       'sneeze'], dtype=object)}"
D,What emotion leads to punching?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fists', 'hitting', 'boxing gloves', 'anger', 'hands'],
      dtype=object)}"
A,"They kept doing things the same, she suggested they also try doing things what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['differently', 'otherwise', 'expensive', 'only', 'mere'],
      dtype=object)}"
B,Where could you find a shark before it was caught?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pool hall', 'tomales bay', 'marine museum', 'business', 'desert'],
      dtype=object)}"
D,Where is one likely to find poker chips?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'pantry', 'motherboard', 'bar', 'bar'], dtype=object)}"
D,"Dance can be elegant and specific, or you can just have fun and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'trip', 'fall down', 'move around', 'celebrate'],
      dtype=object)}"
E,Where can one obtain a bass fiddle?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jazz band', 'string quartet', 'group band', 'nursery rhyme',
       'music store'], dtype=object)}"
A,Why does having a disability sometimes making academic tasks hard for a person?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mentally challenged', 'have choice', 'lots of space', 'hungry',
       'acknowledgment'], dtype=object)}"
B,What is the purpose of playing games for children?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning', 'learning', 'losing', 'fatigue', 'skill'], dtype=object)}"
B,"If for some reason you were to start killing people, what would you be likely to receive?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feelings of guilt', 'prison sentence', 'terrible',
       'encouragement', 'die'], dtype=object)}"
D,If someone laughs after surprising them they have a good sense of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['joy', 'fight', 'frightened', 'humor', 'laughter'], dtype=object)}"
C,People played a variety of games in the soccer field.  It was the closest thing they had to what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['town', 'beach', 'park', 'near', 'outside'], dtype=object)}"
C,What is likely to have a better school cafeteria?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['high school', 'canteen', 'polytechnic', 'large room',
       'all kinds of schools'], dtype=object)}"
D,When someone has little knowledge and is judging someone they are considered what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['objectivity', 'knowing yourself', 'experience', 'ignorance',
       'introduction'], dtype=object)}"
C,"She wanted to get in shape, but she couldn't stay focused on the hour long what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweating', 'excercise', 'work out', 'video', 'swim'], dtype=object)}"
E,"When you do something and have fun, its something you?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spontaneous', 'stop working', 'pay for', 'do like', 'do enjoy'],
      dtype=object)}"
D,What is a salesman responsible to do at work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['traveling to chicago', 'get fired', 'books', 'sell products',
       'service account'], dtype=object)}"
A,How does going jogging generally affect one's self esteem?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feel better', 'feel pride', 'sweating', 'ocean', 'arthritis'],
      dtype=object)}"
D,If you are committing perjury you have done what while under oath?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['crime', 'disrespect judge', 'embarrassment', 'lie', 'indictment'],
      dtype=object)}"
A,"Where can you find the meaning of ""ficus""?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dictionary', 'apartment', 'libary', 'middle east', 'arboretum'],
      dtype=object)}"
B,When are people buying products more?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['debt', 'economic boom', 'being able to use', 'disagreements',
       'trading'], dtype=object)}"
D,"The buildings were intended to not have residential kitchens in them, what were they designed for?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['large city', 'small', 'eat cake', 'university', 'town'],
      dtype=object)}"
B,"Animals come in all types, some fly thanks to their lightweight hollow what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tails', 'bones', 'eyes', 'heads', 'bodies'], dtype=object)}"
E,"The child felt like it was all pretend, he didn't understand what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['people believe', 'daydreams', 'transcendentalism', 'laughter',
       'religion'], dtype=object)}"
D,Where is a lake likely to be glacial?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'new york', 'new york', 'mountains', 'countryside'],
      dtype=object)}"
E,"They needed grape juice for their party, they went to buy it and other snacks at the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['field', 'restaurant', 'salad', 'market', 'food store'],
      dtype=object)}"
C,Why do some people get passports and go to different locations?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['believe in god', 'smoke marijuana', 'desire to travel',
       'use weapons', 'throw away'], dtype=object)}"
D,Where do apples form on an apple tree?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south africa', 'sunshine', 'new york', 'bloom', 'trunk'],
      dtype=object)}"
D,Where areas are there likely to be many nightclubs?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manhattan', 'drink and dance', 'alcohol', 'major city',
       'downtown area'], dtype=object)}"
E,What can machines do that humans cannot?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fail to work', 'perform work', 'answering questions', 'see work',
       'fly'], dtype=object)}"
C,What does someone stop doing when being dead?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['moving', 'working', 'breathing', 'alive', 'deadworks'],
      dtype=object)}"
D,The place where my linen closet is really needs repainting a light color as it only has one overhead light.,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'home', 'pool house', 'hallway', 'bedroom'], dtype=object)}"
A,Punk rock music is an important part of what action sport?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['skate', 'listen', 'opera', 'opera', 'relax'], dtype=object)}"
D,Where might a mouse be found to make it country?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'cook', 'computer lab', 'old barn',
       'research laboratory'], dtype=object)}"
A,Where is a bird likely to make it's home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forest', 'nest', 'roof', 'leaves', 'sky'], dtype=object)}"
B,When a person suffers from hunger early in the day what do they do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat hamburger', 'eat breakfast', 'open fridge', 'buy food',
       'cook dinner'], dtype=object)}"
D,How would you express information if you do not have a pen or pencil?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['may disagree', 'close mouth', 'write down', 'talk', 'eyes'],
      dtype=object)}"
B,What does everyone feel of monsters?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['looking for love', 'afraid of', 'good at', 'make pet',
       'different'], dtype=object)}"
B,Why does someone want to examine thing closely?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy', 'learn about', 'buy', 'complex', 'interesting'],
      dtype=object)}"
B,What does drinking alcohol lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have fun', 'intoxication', 'vomiting', 'drinking more alcohol',
       'nausea'], dtype=object)}"
D,Where would your hear a bass clarinet along side other wood wind instruments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opera house', 'school band', 'music store', 'orchestra',
       'bathroom stall'], dtype=object)}"
E,What is the opposite of a little of something?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['much', 'plenty', 'more', 'big', 'lot of'], dtype=object)}"
C,"The princess was pure, the evil wizard wished to do what to her?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dirty', 'tarnish', 'corrupt', 'contaminated', 'applied'],
      dtype=object)}"
C,"The piece of paper was worth a lot of money, it was an old Apple Inc what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['notebook', 'copy machine', 'stock certificate', 'ream',
       'thumb drive'], dtype=object)}"
D,"During the winter hunt he could hear every motion in the woods, this was because of the what of everything?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being still', 'silence', 'stationary', 'stillness',
       'standing still'], dtype=object)}"
B,"If a car-less person want to listen to talk radio in private, where might they listen to it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trunk', 'bedroom', 'diner', 'space shuttle', 'shop'], dtype=object)}"
B,"Billy was an astronaut.  When he looked at the world from space, how did it look?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['diverse', 'round', 'square', 'orange', 'complicated'],
      dtype=object)}"
D,Where is a good place to have a fireplace in a house?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big house', 'train', 'cabin', 'living room', 'home'], dtype=object)}"
B,Where would you find a kosher deli along side a number of different places to eat?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['los angeles', 'food court', 'new york city', 'jewish community',
       'jewish neighborhoods'], dtype=object)}"
A,What do you do when you're going to market?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buy food', 'see other people', 'buying vegetables',
       'buy a fat pig', 'traveling'], dtype=object)}"
C,"She feared that she had cancer, but upon discovering truth that she hadn't, what was her attitude toward life?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['conclusion', 'pain', 'happiness', 'relief', 'boring'],
      dtype=object)}"
B,What is the feeling of one having fun?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['smiling', 'pleasure', 'hurt', 'injuries', 'laughter'],
      dtype=object)}"
B,Christians believe you will go to heaven if you're what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unable to work', 'born again', 'change of color', 'dead',
       'no longer exist'], dtype=object)}"
A,James loved to surf but he wasn't good at it. He would always do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wipe out', 'enjoy yourself', 'start fighting', 'get wet', 'drown'],
      dtype=object)}"
E,"Sarah gave her brother a guy to her home.  While she was gone, he used it to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['front door', 'turn lock', 'solution to problem', 'install',
       'open doors'], dtype=object)}"
E,When did mammoth's live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boscage', 'forest', 'prehistory', 'prehistoric times',
       'ancient times'], dtype=object)}"
B,"After killing people, the murderer went to church after feeling what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['murder', 'remorse', 'religious', 'retaliation', 'anguish'],
      dtype=object)}"
B,What might result in an unsuccessful suicide attempt?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['die', 'interruption', 'bleed', 'hatred', 'dying'], dtype=object)}"
B,What can happen if you are buying products that someone else does not want you to buy?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['joy', 'disagreements', 'agony', 'pleasure', 'owning'],
      dtype=object)}"
D,"The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['show appreciation', 'asking for', 'exchanging', 'say thank',
       'smile'], dtype=object)}"
C,"Bob stands in the grass surrounded by trees and nature, where is Bob?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest area', 'desert', 'state park', 'fairgrounds', 'soccer game'],
      dtype=object)}"
